text|rt_count|tweet_datetime
Scrolling and it looks like y'all were arguing earlier. Glad I missed it.|0|Mon Feb 15 22:15:06 +0000 2016
Anyone know if there's a Pho delivery in Indy (east side)?|0|Mon Feb 15 22:15:06 +0000 2016
"@renomarky: #SCPrimary vote #Trump2016 so media hacks keep their sad faces     
@megynkelly 
@DLoesch 
@BrentBozell 
@KatiePavlich https://   "|4|Mon Feb 15 22:15:06 +0000 2016
@ShaqRentie: Most of dese dudes b sick about your girl... it's a bunch of em...|1|Mon Feb 15 22:15:06 +0000 2016
"""Minecraft PvP sur badblock #2 by Wisting""  : https://t.co/qWrc7cIm1p via @YouTube"|0|Mon Feb 15 22:15:06 +0000 2016
making a success playlist for motivation. in addition to classics such as All I Do Is Win, i added Jenny From The Block. gotta stay humble|0|Mon Feb 15 22:15:06 +0000 2016
February 15th? You mean heartbreak day? https://t.co/xeuV9TRzst|0|Mon Feb 15 22:15:06 +0000 2016
Scandinavians speak better English than most Brits and now I'm questioning everything I've learned about the English language.|0|Mon Feb 15 22:15:06 +0000 2016
@cachetenana: Tbh this man look so damn hot         @WesFinTucker https://t.co/MWIW9zdAah|2|Mon Feb 15 22:15:06 +0000 2016
I don't want to do sound and sense pls cancel school|0|Mon Feb 15 22:15:06 +0000 2016
@MartinaChiella Take A of awesome free LED Sneaker in https://t.co/wkQxfW2KoE|0|Mon Feb 15 22:15:06 +0000 2016
Match Fixing, Slot Machine mechanics, Unjoinable lobbies. Welcome to @CallofDuty #BlackOps3. Buy the season pass so we give less of a shit|0|Mon Feb 15 22:15:06 +0000 2016
@chanyuoI: FXUCFK IS THIS PAMELA  https://t.co/rw21PsfT2C|1|Mon Feb 15 22:15:06 +0000 2016
Should I fight my shit stain father's cum stain of a girlfriend|0|Mon Feb 15 22:15:06 +0000 2016
you the one always talking        |0|Mon Feb 15 22:15:06 +0000 2016
@buttcatty Switch the order of 'every' and 'fucking' and suddenly you have the mantra of BDSM and Nymphomanic communities everywhere.|0|Mon Feb 15 22:15:06 +0000 2016
All the instrumentals on the new Future album are mad|0|Mon Feb 15 22:15:06 +0000 2016
Told Me I Could Beat It Like A Case     |0|Mon Feb 15 22:15:06 +0000 2016
Mark Cavendish &amp; Sir Bradley Wiggins reunited for Madison at London World Champs? https://t.co/YotR0cS4Yn #cycling https://t.co/5loQ9fXf3V|0|Mon Feb 15 22:15:06 +0000 2016
Jennifer G.'s review of For Love and Art https://t.co/cSpKsuhk8k|0|Mon Feb 15 22:15:06 +0000 2016
"16 of the best #podcasts for #Marking &amp; #PR pros. https://t.co/RL3rGVAq1U | @socialmedia2day"|0|Mon Feb 15 22:15:06 +0000 2016
"Like Jay said ""you wanna hear my old shit buy my old albums"""|0|Mon Feb 15 22:15:06 +0000 2016
@GreatLakesBeer excellent!  How much and where can I get one?|0|Mon Feb 15 22:15:06 +0000 2016
"I AM GETTING SO COLD I NEED PUMPKIN LATTE
#WeNeed5SOSInPoland 
#DZIWKIESZTYNA #ZgolTenKoperLukeyParty"|0|Mon Feb 15 22:15:06 +0000 2016
@MilooxA what season u on|0|Mon Feb 15 22:15:06 +0000 2016
I get on IG &amp; all I see I pussy on my TL     |0|Mon Feb 15 22:15:06 +0000 2016
@theytookjvrdyy: @ObeyLwY 32 29 on tnak then 2nd spec 22-29 on tnak|1|Mon Feb 15 22:15:06 +0000 2016
Game day vs. Churchill at NISD @ 7:00                   |0|Mon Feb 15 22:15:06 +0000 2016
"Horizon uploaded earlier! 
Check it out here and leave a like and comment: https://t.co/XAeQwwSmVW"|0|Mon Feb 15 22:15:06 +0000 2016
"It amazes me every day that l've made friendships here in the last year that l can't ever imagine being without.

Thank you for being you."|0|Mon Feb 15 22:15:06 +0000 2016
@JackJackJohnson baby please you're so small            |0|Mon Feb 15 22:15:06 +0000 2016
AZ beer week is the best! https://t.co/Ftb3lM9KJm|0|Mon Feb 15 22:15:06 +0000 2016
@amissbieber: MOOD #GRAMMYs https://t.co/ueKYgqIKri|6|Mon Feb 15 22:15:06 +0000 2016
@octal: @zooko Can we pretend 1 Jan 1996-1 Jan 2016 didn't happen? cypherpunks agenda would remain on track, then, sans 20 year ~noop.|3|Mon Feb 15 22:15:06 +0000 2016
@amourxree: My sensitivity level https://t.co/8FiSytqCSB|1|Mon Feb 15 22:15:06 +0000 2016
Be sure to take a listen as we go over the first half of the season, allstar game, and trade deadline. https://t.co/y2qlGfEJt8|0|Mon Feb 15 22:15:06 +0000 2016
In a @HuffPostParents article @Lissahoopy shares her secondary #infertility story &amp; why she kept her #IVF a secret https://t.co/LeNUtoKekJ|0|Mon Feb 15 22:15:06 +0000 2016
If you're a grown ass adult and you still have issues with being patient, you need to grow the F*ck up. Nothing just happens as fast (1/2)|0|Mon Feb 15 22:15:06 +0000 2016
"""I like the old music. Like before 2010,"" says the 16-y-o daughter."|0|Mon Feb 15 22:15:06 +0000 2016
"@jamestaranto: #ProTip ""Competent"" is NOT the opposite of ""honest"" or ""politically talented."" https://t.co/YMsIwMQTXG https://t.co/FZGj8   "|3|Mon Feb 15 22:15:06 +0000 2016
@lmNotJess: Real https://t.co/JxkORg9URm|1|Mon Feb 15 22:15:06 +0000 2016
Why You Should Listen to the Nagging Voice Telling You to Exercise https://t.co/uawGB7shbZ #exercise #fitness|0|Mon Feb 15 22:15:06 +0000 2016
I get to date this HOTTIE @asternx https://t.co/wA5L3jwMZi|0|Mon Feb 15 22:15:06 +0000 2016
"They are for export,
 Don't be sad when the sun goes down"|0|Mon Feb 15 22:15:06 +0000 2016
Ugh I can't wait to become a peds nurse|0|Mon Feb 15 22:15:06 +0000 2016
I want them to have the rewards of their own industry. This is the chief meaning of freedom.  Coolidge #PresidentsDay|0|Mon Feb 15 22:15:06 +0000 2016
@WeLoveFoam: Check out the states we offer foam parties in.  Do not see your state?  Call/text: (570) 362-6669. https://t.co/a9ruhOK12M|1|Mon Feb 15 22:15:06 +0000 2016
@captainswa_n: EMMA WILL FIND HOOK because they've been true love since the beginning!! https://t.co/INj5qgjoYH|2|Mon Feb 15 22:15:06 +0000 2016
Today's the day.: https://t.co/oPMTQ8lB5q via @YouTube|0|Mon Feb 15 22:15:06 +0000 2016
"@CFAddicted: *** RARE PICS 
Waiting tomorrow, a little gift from CFA ^^ Rare pics from #Genius backstage ^^ 
#ColinFirth https://t.co/g6   "|3|Mon Feb 15 22:15:07 +0000 2016
Being a big dreamer &amp; being lazy is the worst combo|0|Mon Feb 15 22:15:07 +0000 2016
@FIUK101: How Islington Council Are Dancing To Iain Duncan Smith   s Tune https://t.co/CBRn2cNdPd #InTheMind, #MentalHealth, #DoNoHarm|3|Mon Feb 15 22:15:07 +0000 2016
@ElizabethLoza98 @ShiWantsTheC I'm dying                     |0|Mon Feb 15 22:15:07 +0000 2016
@a_ryan88: This is amazing. Ted Cruz destroys Donald Trump's latest #TrumperTantrum.  https://t.co/3P1Lnu9xFH|5|Mon Feb 15 22:15:07 +0000 2016
@ricky_martin felicidades!!! The #Grammy goes to #AQQE \o/|0|Mon Feb 15 22:15:07 +0000 2016
"https://t.co/HV4H12RYPQ 

tweet"|0|Mon Feb 15 22:15:07 +0000 2016
@DeborahSteadma1: @KuddleMe2 @faithseedz @FaithvickiFaith @DiamondGirlsOf1 @BeachcatTt Amen Hallelujah Praise The Lord|2|Mon Feb 15 22:15:07 +0000 2016
@eaststand14 there's a movie?|0|Mon Feb 15 22:15:07 +0000 2016
@Cyndifferous I can only see bottom of pic. Her skirt looks fab.|0|Mon Feb 15 22:15:07 +0000 2016
@Skydoee69: this weekend was enjoyable, wish it was longer|2|Mon Feb 15 22:15:07 +0000 2016
you know what just hit me,, they're performing alexander hamilton tonight at the grammys. that means leslie is gonna be there|0|Mon Feb 15 22:15:07 +0000 2016
I always show respect to my elders, but the respect should be mutual     |0|Mon Feb 15 22:15:07 +0000 2016
Now playing Cherish by KOOL &amp; THE GANG on https://t.co/nyZ9KKWhYI|0|Mon Feb 15 22:15:07 +0000 2016
@daringoakIey now you have something you can dream about - joined perfomance|0|Mon Feb 15 22:15:07 +0000 2016
@_sheamoreno: Pizza roses are my favorite thing in the world|1|Mon Feb 15 22:15:07 +0000 2016
There   s no reason to have a plan B because it distracts from plan A.          Will Smith|0|Mon Feb 15 22:15:07 +0000 2016
IHATE TBIS SCREENSHOT BECAYSE. HE LOOKS CUTE https://t.co/XbYrh2TsDg|0|Mon Feb 15 22:15:07 +0000 2016
@RetroCompNews: Sinclair ZX Spectrum portable console  announced https://t.co/TUuczvk4MO #Spectrum #retrocomputing #retrogaming|3|Mon Feb 15 22:15:07 +0000 2016
@jayruston PS - Friends of mine have great stories about him walking into Sidewalk in the East Village on open mike night. Can u imagine..|0|Mon Feb 15 22:15:07 +0000 2016
SLID THE PANTIES RIGHT TO THE SIDE AINT GOT THE TIME TO TAKE DRAWERS OFF ON SIGHT https://t.co/fe8KfdaEM0|1|Mon Feb 15 22:15:07 +0000 2016
Hey @sanketpatel109, thanks for your 'snaptime mobile app' freebie on @MaterialUp ! https://t.co/NLz4FfFXIv|0|Mon Feb 15 22:15:07 +0000 2016
No Swansea 'pressure' for London trips https://t.co/hypOcNC05h|0|Mon Feb 15 22:15:07 +0000 2016
I'm fucking crying           https://t.co/i7shqHExZs|0|Mon Feb 15 22:15:07 +0000 2016
The Andrea Gori Daily is out! https://t.co/ERBxg9bFKC Stories via @ReporterFirenze @puntarellarossa @larcante|0|Mon Feb 15 22:15:07 +0000 2016
@britsgoverment_ ''yes, John is a real friend.'' Sherlick said as her write quickly on his phone.|0|Mon Feb 15 22:15:07 +0000 2016
@_Josemaa The 100 has such bad acting al principio. Watch it y dime que you agree para no pensar que estoy loca. Haha|0|Mon Feb 15 22:15:07 +0000 2016
I'm so close to packing all of my things and just driving until I no longer know where I am. I am so tired of getting yelled at for nothing.|0|Mon Feb 15 22:15:07 +0000 2016
"""baby"" is the last place or thing you want to promise everything is the most famous song in the movie, and they keep trying to acquire"|0|Mon Feb 15 22:15:07 +0000 2016
Sooo enjoyed the first episode of #peoplevojsimpson on @BBCTwo: great decision to bring this to the UK.|0|Mon Feb 15 22:15:07 +0000 2016
Pope apologizes to indigenous Mexicans:    Today   s world, ravaged    by a throwaway culture,    https://t.co/dnZgwpyuOP https://t.co/YzwZWnEiyf|0|Mon Feb 15 22:15:07 +0000 2016
@dugdogg99 Locals are the fastest. Cris and 5D, not so much. Casinos move slow also.|0|Mon Feb 15 22:15:07 +0000 2016
putting your hair up and taking your makeup off is great until someone snapchats you     |0|Mon Feb 15 22:15:07 +0000 2016
"I'm not a talk on the phone person
Unless i like you"|0|Mon Feb 15 22:15:07 +0000 2016
Wishin for those summer nights rn|0|Mon Feb 15 22:15:07 +0000 2016
https://t.co/PvLmL8egx8 #PresidentsDay murderers of the people of God|0|Mon Feb 15 22:15:07 +0000 2016
@thejournal_ie and they are!!|0|Mon Feb 15 22:15:07 +0000 2016
"Me: ""Where is the Amazon?""
Oscar: ""On the internet""
Me: https://t.co/hviTctwG4K"|0|Mon Feb 15 22:15:07 +0000 2016
Here is the latest post from Peetah Morgan. Congratulations to them! https://t.co/rZ9Syqc82E|0|Mon Feb 15 22:15:07 +0000 2016
@4MinutesofHoe if you don't care about the hoe, don't fuck with her, why put the energy towards this lmao|0|Mon Feb 15 22:15:07 +0000 2016
@LChurchilll: Yesterday afternoon @MizzouWBB won its 20th game for the first time since the 2005-6 season. @TheManeater https://t.co/W7H   |1|Mon Feb 15 22:15:07 +0000 2016
@RICH_GIII: 50 cent shots and 3$ pitchers @ReggiesBR|3|Mon Feb 15 22:15:07 +0000 2016
I saved a @YouTube playlist https://t.co/WdpWUl5pHU My Little Fanfic:|0|Mon Feb 15 22:15:07 +0000 2016
They aren't jabronis. The contest is still on. Follow because they are gamers that create good content. https://t.co/1TzBbUAb0o|0|Mon Feb 15 22:15:07 +0000 2016
Keep it a stack Elena Della Donne and Britney Griner the only women on earth can beat me 1v1|0|Mon Feb 15 22:15:07 +0000 2016
@georgepearkes: Out of oil, post-toss, and plated!  Will re-periscope the second batch after eating these. https://t.co/5d04XeS9fj|1|Mon Feb 15 22:15:07 +0000 2016
Where is Portimao on the map? Play the game at https://t.co/LIwVpr3cEL #Portimao|0|Mon Feb 15 22:15:07 +0000 2016
I love this #Emison edit!         https://t.co/sR1GuRYqW9|0|Mon Feb 15 22:15:07 +0000 2016
@chridgriebe exactly- I was a child of the 80s - Nirvana in a pub, all that|0|Mon Feb 15 22:15:07 +0000 2016
@JohnRUttley: #Aintree wants Ladies' Day to be styled up like Ascot.Prefer the Scousers' dress sense myself, along with the hen parties    |1|Mon Feb 15 22:15:07 +0000 2016
@CanadianHeartb7 - sounds amazing to me, beautiful voice xx|0|Mon Feb 15 22:15:07 +0000 2016
@shineenlightsme: I am crying https://t.co/seAPYGidpN|1|Mon Feb 15 22:15:07 +0000 2016
@harryrises: this is gonna be Harry tonight because of y'all :( https://t.co/gOMywyMIPV|1|Mon Feb 15 22:15:07 +0000 2016
@OoContextNep111: I want to bring 'chaos' into the world...to hear the screams of humans...|1|Mon Feb 15 22:15:07 +0000 2016
@Neal_Dewing it's why I support him whole-heartedly despite some disagreement on a couple key issues.|0|Mon Feb 15 22:15:07 +0000 2016
Mario building skills going on up here! https://t.co/9NUP3qP92K|0|Mon Feb 15 22:15:07 +0000 2016
Synths That Make You Go Ooo #InstrumentsInSongs|0|Mon Feb 15 22:15:07 +0000 2016
In a drowned plane ruled by birds, one devil unleashes a lens that changes the course of history.|0|Mon Feb 15 22:15:07 +0000 2016
@criticqlveins: @nintendhoe64 this is offensive|1|Mon Feb 15 22:15:07 +0000 2016
31. Ok I'm done      thanks for doin my questions guys !!       |0|Mon Feb 15 22:15:07 +0000 2016
"@ZorraInchapable: #Especialpotras "" pretty little liars "" 
Emily https://t.co/zc8uKdgYcF"|1|Mon Feb 15 22:15:07 +0000 2016
@RoyLilley I think you could be right but rather than Trust by Trust I think it will be region or sub regional clusters.|0|Mon Feb 15 22:15:07 +0000 2016
https://t.co/PfcVS84IhY #PresidentsDay murderers of the people of God|0|Mon Feb 15 22:15:07 +0000 2016
@carouselxlou: @MadisonB_News didn't realize this was the teen choice awards|1|Mon Feb 15 22:15:07 +0000 2016
https://t.co/RoJA3s8Xeq #PresidentsDay murderers of the people of God|0|Mon Feb 15 22:15:07 +0000 2016
@KanIHavSum_Boos: Dating someone isnt just for a good time or a couple fun nights. Its for seeing if that person is right for you to spe   |1|Mon Feb 15 22:15:07 +0000 2016
i say i want to see them cry now but if i see niall cry i'll kill myself right away|0|Mon Feb 15 22:15:07 +0000 2016
@SincerelyNiyahh: Why must we wild this much for views on periscope     https://t.co/yoqaIsDEW2|1|Mon Feb 15 22:18:22 +0000 2016
@MadisonBeer GIVE ME A LINK TO IT|0|Mon Feb 15 22:18:22 +0000 2016
@nannysue_sue: @mahon_maura @MarleyCharms nite God bless, love you both                  https://t.co/i1aRTttyif|1|Mon Feb 15 22:18:22 +0000 2016
LOVE YOU TOOO MUCHHH MENDES!     https://t.co/aWLgvjrEhn|0|Mon Feb 15 22:18:22 +0000 2016
So now he threatens the #RNC over debate tickets He never wanted to sign that pledge Temper tantrums have to go! thin skinned Wuss #GOP2016|0|Mon Feb 15 22:18:22 +0000 2016
Lord that scared me                                            |0|Mon Feb 15 22:18:22 +0000 2016
@haibalevmealone HAVE THE TIME TO WATCH IT TODAY &lt;/3 TOMORROW IT WILL FR!!|0|Mon Feb 15 22:18:22 +0000 2016
@vikuuska: African-American fathers, sons to strengthen bonds in Washington Park project https://t.co/i7E1sn7tSg|1|Mon Feb 15 22:18:22 +0000 2016
@TrashHolograms well shit. Time to go shopping for all the dvd's of Sailor Moon|0|Mon Feb 15 22:18:22 +0000 2016
There have been two different wrecks on I-55 between Memphis and Jackson. It's as if God doesn't want me to go home|0|Mon Feb 15 22:18:22 +0000 2016
@MorleyRA: ... Plumber (?) glazier &amp; painter Diss Octr. 9th 1819 Saturday forenoon Windy &amp; slight rain - St Andrews, Frenze https://t.co   |1|Mon Feb 15 22:18:22 +0000 2016
#closelcps bc I have no energy for tomorrow|0|Mon Feb 15 22:18:22 +0000 2016
ahhh geez, smh i wanna hug the worldddd, I'm so happy and excited and hyped and happy and happy and stressed but happy|0|Mon Feb 15 22:18:22 +0000 2016
He is doing business with corporations. Half of his models wore adidas shoes.  https://t.co/K3qwY01R9B|0|Mon Feb 15 22:18:22 +0000 2016
@LewdThighs Snapchat access.... Pretty self explanatory, but all new members for an explicit thank you|0|Mon Feb 15 22:18:22 +0000 2016
I finally have a Polaroid camera (: Not the color I originally wanted but idc, I love it|0|Mon Feb 15 22:18:22 +0000 2016
@xoxo_aleexa yes what did she ask you|0|Mon Feb 15 22:18:22 +0000 2016
"Be an Alce  / From Portugal with love 

#beanalce #fromportugalwithlove #fashionbrand #portugal #porto https://t.co/q79iGMab3Y"|0|Mon Feb 15 22:18:22 +0000 2016
Since he's leaving I'm going as well...|0|Mon Feb 15 22:18:22 +0000 2016
@skyem__: i want to go do outdoor activities|2|Mon Feb 15 22:18:22 +0000 2016
@oyebaggio: We screamin on loophole in budget.PMB appoints man of igbo origin to now see thru dat dept.Yet our pple nt OK.ure just madt    |7|Mon Feb 15 22:18:22 +0000 2016
"@Gorgeous_Cia: my cousins and I really done got close af.. @Neceeee__ @QueenAdrianne1 &amp; @_ShesDannyC "" ..     "|1|Mon Feb 15 22:18:22 +0000 2016
@RHackenberg: The problem with raising your kids to be thoughtful citizens: they want to watch the debate, while you'd be content to wat   |2|Mon Feb 15 22:18:22 +0000 2016
"@Bammdds: Monday when we tweet #GiveEdHisGrammys please make sure it's plural with the ""s"" so we're all tweeting alike 2 trend https://t   "|5|Mon Feb 15 22:18:22 +0000 2016
My brother didn't know what yeezys are, but also I didn't know what lean is, so who's the real loser?|0|Mon Feb 15 22:18:22 +0000 2016
@Paul1958John @LewisHShupe Hey we all have the right to think what we want here.|0|Mon Feb 15 22:18:22 +0000 2016
Baked chicken, grilled green beans, and I made the sweet potatoes       |0|Mon Feb 15 22:18:22 +0000 2016
#5 Avi, a theorist, quickly writes a paper with possible explanation. Note a gamma-ray signal isn't obvious for a black hole binary|0|Mon Feb 15 22:18:22 +0000 2016
My ex said he gave me the best years of his life, I saw a recent picture of him, I guess he was right|0|Mon Feb 15 22:18:22 +0000 2016
my phones been dry for the longest|0|Mon Feb 15 22:18:22 +0000 2016
That was a seriously epic episode of the x files blew last weeks out the water. #telekinesis #letteropenerinear|0|Mon Feb 15 22:18:22 +0000 2016
@sangkuro_: Its time to face the truth, i will never be with you.|2|Mon Feb 15 22:18:22 +0000 2016
@xo_wumz: Force yh. Ok https://t.co/aGXBgD2CPK|1|Mon Feb 15 22:18:22 +0000 2016
@ArtisticRebel16: Lovatics RT to vote for our queen. #iHeartAwards #BestFanArmy #Lovatics https://t.co/9suj9aQEBQ|6|Mon Feb 15 22:18:22 +0000 2016
&lt; passion into my next verse, the one I wrote for @FellFromOnHigh first* Wrecking ball dancin' down the hallway. You're holdin' your shoes &gt;|0|Mon Feb 15 22:18:22 +0000 2016
@luketayIor hahahahaha i knew you'd tweet instantly|0|Mon Feb 15 22:18:22 +0000 2016
Stars Tom Weston-Jones and Joseph Quinn on the ambitious, bizarre, dark world of Dickensian (VIDEO) https://t.co/DGdMoVHCH6 via @whatsontvuk|0|Mon Feb 15 22:18:22 +0000 2016
@jasminedang_: hate makes you ugly get over yourselves &amp; better your own lives bc none of you seem to be happy if youre talking shit on    |2|Mon Feb 15 22:18:22 +0000 2016
@almightyx__: or anything mean about the boys  https://t.co/R3xkEsGPUA|3|Mon Feb 15 22:18:22 +0000 2016
@GoldenShadow69: @SerenityBlancEX // Yeah your right...Thanks. I now will you the Smash bros God *Bows*|1|Mon Feb 15 22:18:22 +0000 2016
"JUSTIN IS GONNA WIN A GRAMMY
BELIEBERS WHERE YALL AT?
https://t.co/jdd0CUKiEd"|1|Mon Feb 15 22:18:22 +0000 2016
NYTScience: RT NYTHealth: There's a new bacteria that causes Lyme disease and scientists don't know where it came     https://t.co/1zuoBK8DOY|0|Mon Feb 15 22:18:22 +0000 2016
@NoGoodTatyy_: Hell yea     https://t.co/Wtroux4CqZ|1|Mon Feb 15 22:18:22 +0000 2016
@KIKulitA: Look how beautiful she is      So proud of you @caitlinmuelder !!!! And so grateful to have had you    https://t.co/sVuunujbt4|1|Mon Feb 15 22:18:22 +0000 2016
@Non_Profit_Info: A #501c3 is a time commitment. Don't expect to submit one round of paperwork and be done. Good Article -&gt; https://t.co   |1|Mon Feb 15 22:18:22 +0000 2016
#archiveday 2 yrs ago, it's day of waiting &amp; hanging out for @TruckerJosh456 #trucking #vlog https://t.co/4NZvRIxl70 https://t.co/gtevW1Wr7e|0|Mon Feb 15 22:18:22 +0000 2016
He just dropped a piece of paper lads. It's not like he was hoping to do the 'bend and snap' move. #leadersdebate|0|Mon Feb 15 22:18:22 +0000 2016
@CookPassTim @LiamoCOYS @AdamOsper @SniersMoregut @vkon1 the programme on sky is called Steven avery innocent or guilty it's on demand|0|Mon Feb 15 22:18:22 +0000 2016
"@ArmyCaptainSwan: Lol I keep reading it as ZELENA FOR GRAMMY HAHA
BUT EMMA WILL FIND HOOK"|8|Mon Feb 15 22:18:22 +0000 2016
@RCKTT: nigga live show is wild https://t.co/0QkGnZYJPb|1|Mon Feb 15 22:18:22 +0000 2016
you owe me a drink @BlackTM_|0|Mon Feb 15 22:18:22 +0000 2016
At least you know  https://t.co/UzxvKAo1fx|0|Mon Feb 15 22:18:22 +0000 2016
My paychecks, my dog, and my bed. The three things that make me the happiest     |0|Mon Feb 15 22:18:22 +0000 2016
@DoURememberThis: adidas is so amazing for this https://t.co/wquiS9jKBW|2|Mon Feb 15 22:18:22 +0000 2016
@silverstar22b: Spooky cosplayer dressed as Japanese urban legend ghost plays pranks on passersby in Akihabara https://t.co/4ZBvxqaJwE|5|Mon Feb 15 22:18:22 +0000 2016
"""@BetteMidler: Trump called Ted Cruz a ""pussy""? Well, Trump's a dick so maybe they should get together and fuck off!"""|0|Mon Feb 15 22:18:22 +0000 2016
Be THE BEST.... Or DIE TRYING. ... #SCSTRONG #REVOLUTION #TheFightDoctors #SettleTheScores    https://t.co/L8lkpCjo0V|0|Mon Feb 15 22:18:22 +0000 2016
He squeaked and whined softly, looking up at @IrishKillxr with lust filled eyes|0|Mon Feb 15 22:18:22 +0000 2016
@Reebok: Great minds think alike. #Twinning in #ZPrint! https://t.co/yXnclZ7r1a https://t.co/SbAf0n2Rbg|8|Mon Feb 15 22:18:22 +0000 2016
I'm not okay... And that's okay.|0|Mon Feb 15 22:18:23 +0000 2016
Nephew said Auntie guess what I Love you      Melted my heart     |0|Mon Feb 15 22:18:23 +0000 2016
@FrostyFest: 10,000 people came through Downtown Brantford to enjoy Frosty Fest this weekend.  Today was a GREAT day.  Thank... https://   |1|Mon Feb 15 22:18:23 +0000 2016
The actual greatest of all time https://t.co/e28s9mLDqI|0|Mon Feb 15 22:18:23 +0000 2016
How insulting of @DrPhil to allow wanna-be rapper fool in the same room as family! Typical representative of mentally ill #JodiArias fans|0|Mon Feb 15 22:18:23 +0000 2016
Begging for followers is so lame     |0|Mon Feb 15 22:18:23 +0000 2016
"Came home to ""opas in the hospital &amp; might not make it""
Cool. &amp; now is a moment I wish traveling was free."|0|Mon Feb 15 22:18:23 +0000 2016
@CenaPinkDolphin Is Seriously The Wave God! This @PUMA Collab Is Over The Top                  |0|Mon Feb 15 22:18:23 +0000 2016
"@politico: A look at two candidates that fit Obama's formula for SCOTUS nominees https://t.co/8ksTeyRBCb | AP Photo https://t.co/Phtr0Zb   "|3|Mon Feb 15 22:18:23 +0000 2016
@Andrew_J97: @jackjonestv hitting the button in the middle and a pizza comes out|2|Mon Feb 15 22:18:23 +0000 2016
I just got to sit down and watch your live stream|0|Mon Feb 15 22:18:23 +0000 2016
@AngelsGateKara I could think of worse smells.  Butter and Chardonnay.  Yum.|0|Mon Feb 15 22:18:23 +0000 2016
@chuchuxiu: This was taken moments before my death,, may I rest in peace 160214 XIUMIN #EXOluXioninLA https://t.co/yKID7Yre4r|9|Mon Feb 15 22:18:23 +0000 2016
@carladorcely: fav video      https://t.co/FTwucv3Z1I|1|Mon Feb 15 22:18:23 +0000 2016
@APOSTLESULEMAN TRUE TALK PAPA.. GOD BLESS YOU|0|Mon Feb 15 22:18:23 +0000 2016
"@welknett: I don't know about you, Hillary, but my Mama always said, ""Never say never."" #FeelTheBern  https://t.co/7oJ0ob888n"|6|Mon Feb 15 22:18:23 +0000 2016
Only Brooklyn has the authentic reggae parties... https://t.co/25bDSbWUZL https://t.co/Y9kHjIzRtF|0|Mon Feb 15 22:18:23 +0000 2016
@Pat_lives I know how to please my man.. You deserve it.. https://t.co/hPvQQxjwhp|0|Mon Feb 15 22:18:23 +0000 2016
@Fergyonce: I AM CACKLING https://t.co/5jpVCvLltx|7|Mon Feb 15 22:18:23 +0000 2016
@RobertMugabae: My king https://t.co/945HEGun9z|1|Mon Feb 15 22:18:23 +0000 2016
"I don't care what I'm having for dinner

I care that I KNOW what I'm having for dinner"|2|Mon Feb 15 22:18:23 +0000 2016
@rj4gui4r the school system needs serious changes for both K-12 &amp; college prices. Everyone expects too much yet gives students too little|0|Mon Feb 15 22:18:23 +0000 2016
Omg thank you, sweetheart               https://t.co/AuBu6REfbp|0|Mon Feb 15 22:18:23 +0000 2016
she know all kinds of positions, i'm like isn't she creative|0|Mon Feb 15 22:18:23 +0000 2016
I'm earning #mPLUSRewards in Tap Da Cookie Android. https://t.co/Lm1BbrzuWu|0|Mon Feb 15 22:18:23 +0000 2016
I'm about to start online dating. Blackpeoplemeet doesn't sound too bad right now.|0|Mon Feb 15 22:18:23 +0000 2016
@yourstrulySY because im an annoying friend https://t.co/IHxrq7oEmO  and you got me worried with your sleeping habits|0|Mon Feb 15 22:18:23 +0000 2016
"@WingsScotland: Most of Scotland thinks you're a ""senior banker"", pal: https://t.co/4gvClqRrm9"|8|Mon Feb 15 22:18:23 +0000 2016
@MadisonBeer we are all so happy for u &amp; i've sure you will do it great|0|Mon Feb 15 22:18:23 +0000 2016
@chaddukes roll out the trashcans. #bittersweet https://t.co/I2vd1OvJJt|0|Mon Feb 15 22:18:23 +0000 2016
"@BrittSeesStars_ he got approved for $17,000 but he wants a truck cause it's ""manly"" but we will see what happens     "|0|Mon Feb 15 22:18:23 +0000 2016
@UWTB1893: Dundee F.C team photo 1989-1990 https://t.co/Uhz8ngahUF|5|Mon Feb 15 22:18:23 +0000 2016
"@Leila__Princess: EMMA WILL FIND HOOK 
""Parallels"" https://t.co/0l2sO5CAgB"|5|Mon Feb 15 22:18:23 +0000 2016
"Sorry @SnavsDK, even if Into The Wild is all uplifting I am now forever scared of the woods

https://t.co/Ji3WNoIcxY"|0|Mon Feb 15 22:18:23 +0000 2016
@MavsAcad: Who's ready to take their game to the next level? Sign up now for weekly Skills Training at https://t.co/jdHDXGWJul https://t   |1|Mon Feb 15 22:18:23 +0000 2016
https://t.co/uDlocmrEsT Interesting article on the food planning of the Grammy's! #WISE2016|0|Mon Feb 15 22:18:23 +0000 2016
"""Oh guys let's look like we're rich lol let's take a pic of the rooftop pool at City Centre"" bye please stop trying"|0|Mon Feb 15 22:18:23 +0000 2016
"@BuddyBoyBaxter @Truly_Defective Which is valid in theory. But yeah, whenever they talk about ""People are dying in this war"" it doesn't"|0|Mon Feb 15 22:18:23 +0000 2016
@zeinahh_: So fucking accurate!!! https://t.co/vXoGhE1NK9|3|Mon Feb 15 22:18:23 +0000 2016
"@hmyaeh: 160131 Girls' Generation 4th Tour #PhantasiainBKK
Tiffany &amp; Sunny
#SNSD #             #       #          #       #       #       #       #       #       #2ny https://t.c   "|2|Mon Feb 15 22:18:23 +0000 2016
