|text|rt_count|tweet_datetime
2710|@PrettyBigO_Os: I just be tweeting , I don't be paying attention to my TL     |4|Mon Feb 15 22:13:34 +0000 2016
2711|Okay so the girl made me put my progression picture on Instagram, i feel sick                 |0|Mon Feb 15 22:13:34 +0000 2016
2712|@ggfyalma: They see me smile but they don't know what I feel inside|1|Mon Feb 15 22:13:34 +0000 2016
2713|@racheldomjan: happy birthday babes, love you and hate you at the same time            have a great day marls     @mdx0|1|Mon Feb 15 22:13:34 +0000 2016
2714|@xCodeh I'm getting those BANANAS!!!|0|Mon Feb 15 22:13:34 +0000 2016
2715|@disableddenied I knew you'd say that. Lol|0|Mon Feb 15 22:13:34 +0000 2016
2716|@haileearriana same at yours dude         |0|Mon Feb 15 22:13:34 +0000 2016
2717|Mandron double gives Sunderland win against Middlesbrough: A Mikael Mandron brace helped Sunderland Under-21s ... https://t.co/XK5mQkKSzn|0|Mon Feb 15 22:13:34 +0000 2016
2718|@Sricalifornia: Meanwhile                                              #Theri fic          https://t.co/cv8WLa0MbX|10|Mon Feb 15 22:13:34 +0000 2016
2719|I voted for BLACK MAGIC by @LittleMix for British Video at the #BRITs 2016 https://t.co/XA1pPMDDVj #BRITBLACKMAGIC|0|Mon Feb 15 22:13:34 +0000 2016
2720|Disgusted to be threatened by the police by apparent advocates for survivors. Claiming I'm someone they damn well know I'm not.|0|Mon Feb 15 22:13:34 +0000 2016
2721|@JagexAsh i'm trying to recover a old acc but I dont remember much info I have a main account i use now which should match similar any idea?|0|Mon Feb 15 22:13:34 +0000 2016
2722|@kidrauhldeceive: nobody does it like u #VoteSelenaGomez #KCA|1|Mon Feb 15 22:13:34 +0000 2016
2723|"""Slave, get me a diet coke."" - George Washington, probably. Look I'm not some archaeologist."|0|Mon Feb 15 22:13:34 +0000 2016
2724|got a thing for ya|0|Mon Feb 15 22:13:34 +0000 2016
2725|@LallanaAnna @LFC aw         I've met Lovren, Gomez and Tiago and been to Anfield so I suppose I'm quite lucky then! Still to meet them all tho    |0|Mon Feb 15 22:13:34 +0000 2016
2726|@_KingKaramel_: This is sweet - he is a star and he'll be live across London tomorrow! https://t.co/PVKEHbALny|1|Mon Feb 15 22:13:34 +0000 2016
2727|@liamthejesuss: this is what picasso would draw if he was alive nowadays https://t.co/HAJsCXSU1M|8|Mon Feb 15 22:13:34 +0000 2016
2728|I think my manger trying to promote me     |0|Mon Feb 15 22:13:34 +0000 2016
2729|@Nitishbassi imagine after the 6-0 hammering. It'll be in the thousands|0|Mon Feb 15 22:13:34 +0000 2016
2730|I do not like when people comment under my instagram posts to have a conversation, especially if they have my number.|0|Mon Feb 15 22:13:34 +0000 2016
2731|@IcexChris can't game or I would|0|Mon Feb 15 22:13:34 +0000 2016
2732|@RADeMita u fucked a black dude|0|Mon Feb 15 22:13:34 +0000 2016
2733|@Oh_Hello_Sailor @1truesaxon1968 @HatSteeds @Hard_as_Fuck_ so just pleasure, you could make a few quid if u really thought about it|0|Mon Feb 15 22:13:34 +0000 2016
2734|@revivhale rip me|0|Mon Feb 15 22:13:34 +0000 2016
2735|@datto: Elite partners, redeem a free pass to #dattocon16 by contacting dattocon@datto.com by 3/31 https://t.co/e40WphI4mB https://t.co/   |1|Mon Feb 15 22:13:34 +0000 2016
2736|@kateinva: @mike4libertyCA If I went to that school I would inundate campus police with accounts of my constipation.|1|Mon Feb 15 22:13:34 +0000 2016
2737|I can believe it's not butter #OutBoastKanye|0|Mon Feb 15 22:13:34 +0000 2016
2738|"@KameronHurley: Ok, I've given in. My first story on Wattpad is an oldie but a goodie, ""Genderbending at the Madhattered"" from 2004 http   "|2|Mon Feb 15 22:13:34 +0000 2016
2739|Just been informed there is a marathon in Venice in October too! This is not helping my Autumn 26.2 decision! #Running|0|Mon Feb 15 22:13:34 +0000 2016
2740|@_WlkinParadox you have a point drizzy|0|Mon Feb 15 22:13:34 +0000 2016
2741|He legit will not stop making this noise https://t.co/qup7p54fhk|0|Mon Feb 15 22:13:34 +0000 2016
2742|@wadetowhiteside: Don't trade Winslow is all I have to say|1|Mon Feb 15 22:13:35 +0000 2016
2743|@milvy_ @itsryanberry @georgiisims1 @daniiyo_ I want to see you trek to London and touch us|0|Mon Feb 15 22:13:35 +0000 2016
2744|Reactions: Letters to the Editor https://t.co/BUUQPonP8H #ShoutNews|0|Mon Feb 15 22:13:35 +0000 2016
2745|one person followed me and one person unfollowed me // automatically checked by https://t.co/jUHVbGAxKb|0|Mon Feb 15 22:13:35 +0000 2016
2746|@Saaarraahh_ I know         |0|Mon Feb 15 22:13:35 +0000 2016
2747|my bio is iconic i will never change it|0|Mon Feb 15 22:13:35 +0000 2016
2748|@TheRightScoop:    I DON   T approve of killing animals        Trump against hunting in 2012, but says he   ll protect 2nd Amendment now? https://   |3|Mon Feb 15 22:13:35 +0000 2016
2749|Caved and bought Oakley bunny ears for Easter a little early     https://t.co/NeAXChVw5f|0|Mon Feb 15 22:13:35 +0000 2016
2750|Lent is the worst.My grandma got me these beauties for Valentines Day but I can't eat them because I gave up sweets     https://t.co/Sm7yISMQbp|0|Mon Feb 15 22:13:35 +0000 2016
2751|@Dylan_W1nter @becandersonx you said it honey, put it in the book|0|Mon Feb 15 22:13:35 +0000 2016
2752|@jbouu77 @ababineaux_ @falloutwhitney I already missed all the days I can miss and I'm not trying to go have a chat with the priest|0|Mon Feb 15 22:13:35 +0000 2016
2753|if i'm with my boyfriend and you say hey to me but not speak to me, imma say some shit. ain't no bitch finna say hey to him and not me too|0|Mon Feb 15 22:13:35 +0000 2016
2754|Get Weather Updates from The Weather Channel. 17:13:35|0|Mon Feb 15 22:13:35 +0000 2016
2755|@REDCaversham: I am happy to announce that #rdg's Council Policy Cttee tonight voted to secure #Caversham library service in its current   |3|Mon Feb 15 22:13:35 +0000 2016
2756|@OwenWLear hey Owen I really need to talk you you asap***|0|Mon Feb 15 22:13:35 +0000 2016
2757|Countless examples of people getting a full time job from jobbridge. Its very easy for Boyde Barrett to give out  #cblive #leadersdebate|0|Mon Feb 15 22:13:35 +0000 2016
2758|@LeaderChat: 10 Principles of Organizational Culture https://t.co/ZMD6nD7zer By @StratandBiz|7|Mon Feb 15 22:13:35 +0000 2016
2759|Walking through seeing the girls in the windows at the red light district is way too funny, sluh's|0|Mon Feb 15 22:13:35 +0000 2016
2760|@helpmepolarize: @DUNSFLOWERS i know, its disgusting. he's one of those guys that causes controversy and a big stir as a form of promoti   |1|Mon Feb 15 22:13:35 +0000 2016
2761|@PlantEvolution: @lachlancoin improve analysis of circulaing DNA by haplotype phasing--&gt;tumor aneuploidy https://t.co/IBIcjGoHsl @biorxi   |1|Mon Feb 15 22:13:35 +0000 2016
2762|The #Grammy for Best Chamber Music/Small Ensemble Performance goes to @eighthblackbird. Congrats! #Grammys|0|Mon Feb 15 22:13:35 +0000 2016
2763|Okay I have changed my opinion of the Sam kid because him and Carol REALLY LIKE ANTIQUING     #TheWalkingDead #TalkingDead|0|Mon Feb 15 22:13:35 +0000 2016
2764|@flobooldboys Cheers for the follow lads|0|Mon Feb 15 22:13:35 +0000 2016
2765|"@Pocholic 

You're"|0|Mon Feb 15 22:13:35 +0000 2016
2766|Machine guns solve a lot|0|Mon Feb 15 22:13:35 +0000 2016
2767|"@poohsbrana: 75% see Sanders as more ""honest &amp; trustworthy    candidate ahead of SC primary https://t.co/z4oa3TAO8V https://t.co/MnjGAZM1F   "|1|Mon Feb 15 22:13:35 +0000 2016
2768|Should have just done it n give it to a worthy cause #146 Ronnie|0|Mon Feb 15 22:13:35 +0000 2016
2769|@_alyssaaamorris: she mad cause im stuntinnnnn on her          &amp; her &amp; her &amp; her|8|Mon Feb 15 22:13:35 +0000 2016
2770|@ladiesrockthis: #LadiesMic Thursday @ThePinchDC w/ featured artist @salrourke. Don't miss this! https://t.co/pXYEpfXL1n #acreativedc ht   |3|Mon Feb 15 22:13:35 +0000 2016
2771|IN THE NOW THROUGH IT ALL by AJPHNX &amp; THE EMPIRE LIGHT https://t.co/sbymftM9lS https://t.co/YzUxB09jsQ|0|Mon Feb 15 22:13:35 +0000 2016
2772|"@bradisin: Ok. Heads I clean the garage while drinking beer....Tails I drink beer while cleaning the garage. 

*flips coin."|1|Mon Feb 15 22:13:35 +0000 2016
2773|@moodboardsdaily: city chicks https://t.co/1wUeWTjvAH|6|Mon Feb 15 22:13:35 +0000 2016
2774|I'll let you know what happens https://t.co/i6Zw1lMVHL|0|Mon Feb 15 22:13:35 +0000 2016
2775|Hmmm , what inches should I get ?|0|Mon Feb 15 22:13:35 +0000 2016
2776|If I die tonight bury me underneath west so I can haunt it|0|Mon Feb 15 22:13:35 +0000 2016
2777|Sams working in London this weekend and leaving me to babysit 3 children on my own. Pray 4 shawna|0|Mon Feb 15 22:13:35 +0000 2016
2778|@askshangwhat: So, the first thing I'll cover is miscommunication.|9|Mon Feb 15 22:13:35 +0000 2016
2779|"@sugarbaby_haz: louis on mean tweets: remember when you had a lif-
louis: wait a second"|10|Mon Feb 15 22:13:35 +0000 2016
2780|Swear I'm the best at snow drifting|0|Mon Feb 15 22:13:35 +0000 2016
2781|@SHoganMediation @WWLNHS @flapojacks thought you were contining till March??|0|Mon Feb 15 22:13:35 +0000 2016
2782|I need to rest.|0|Mon Feb 15 22:13:35 +0000 2016
2783|@OxfordCrim: UK child prisons: thousands of injuries not disclosed by government https://t.co/UVpgewXkap|5|Mon Feb 15 22:13:35 +0000 2016
2784|I'm so ready for the boys doing mean tweets Louis is gonna kill it|0|Mon Feb 15 22:13:35 +0000 2016
2785|@LaFrenchoooo: yes yes yes yes yes yes yes yes yes  https://t.co/XX9FSIPgSf|1|Mon Feb 15 22:13:35 +0000 2016
2786|It's crazy all the love I'm STILL getting about my song. I really appreciate it    |0|Mon Feb 15 22:13:35 +0000 2016
2787|@NowhereWaffles @Eating oooooohhh the wafflemanity!|0|Mon Feb 15 22:13:35 +0000 2016
2788|@Hobo_Nickel_Soc: #OTD 2/14/1886 1st #trainload of #oranges grown by #CaliforniaFarmers leaves L.A via transcontinental #railroad https:   |2|Mon Feb 15 22:13:35 +0000 2016
2789|@jeffsieh: Visual marketing tips with @PegFitzpatrick, @DustinWStout, @vincentng &amp; @RebekahRadice https://t.co/j3PVBwChYU https://t.co/L   |1|Mon Feb 15 22:13:35 +0000 2016
2790|ain't no replacing me!!!|0|Mon Feb 15 22:13:35 +0000 2016
2791|@marktheshark: I just found out it   s Monday   \_(   )_/  |10|Mon Feb 15 22:13:35 +0000 2016
2792|I THON for those who can't #sigmadeltatau #whywethon #pennstatepanhellenic @PennStatePHC|0|Mon Feb 15 22:13:35 +0000 2016
2793|@emilywinternz I'll be right over...|0|Mon Feb 15 22:13:35 +0000 2016
2794|@DbAshby please RT 50's born women struggling because of  pension delay please support @WASPI_Campaign  https://t.co/yZRmMmIxM6|0|Mon Feb 15 22:13:35 +0000 2016
2795|@AdamSmithSeaham I almost died doing an insanity class, in fact I'm still not recovered...good luck!|0|Mon Feb 15 22:13:35 +0000 2016
2796|I cannot watch the Grammys and         |0|Mon Feb 15 22:13:35 +0000 2016
2797|This musical.ly app is soooooo fun! Follow me @ cx_daesy and check out my music videos! https://t.co/63hYMHv1YD https://t.co/zePwyh3gp9|0|Mon Feb 15 22:13:35 +0000 2016
2798|Omg this makes me so stoke, I can't wait anymore @britneyspears #B9|0|Mon Feb 15 22:13:35 +0000 2016
2799|Share some NC pics w/Uall gotta make some ham &amp; tater casserole 4 Wife! all she wanted 4 V-day was that day late now https://t.co/jrTvyQUSIU|0|Mon Feb 15 22:13:35 +0000 2016
2800|People change, but why did you have to?|0|Mon Feb 15 22:13:35 +0000 2016
2801|@MoncrieffRachel: Been a year since ymas, can we do it all over again    |1|Mon Feb 15 22:13:35 +0000 2016
2802|But I can't dance|0|Mon Feb 15 22:13:35 +0000 2016
2803|"@Bluemmbabe @3catsTN The troupe could be called ""non-competing pros"" and I don't think it would make any difference"|0|Mon Feb 15 22:13:35 +0000 2016
2804|Last call for physicians to participate in our Top Doctors survey! Voting ends at 11 p.m. https://t.co/O8iYhDP5UV https://t.co/1YltJ1JB4q|0|Mon Feb 15 22:13:35 +0000 2016
2805|Make her call you daddy  She not going anywhere|0|Mon Feb 15 22:13:35 +0000 2016
2806|I lost my lunch box and j haven't eaten today and was planning on eating now hahahahahahahahhahahahahaha|0|Mon Feb 15 22:15:06 +0000 2016
2807|@moonbeamsnajar: Trump KNOWS these countries have been guilting us into poverty like the SJW and BLM! Take our country back! #Trump  htt   |1|Mon Feb 15 22:15:06 +0000 2016
2808|@melagic_chaos: music is the greatest conductor of energy...|9|Mon Feb 15 22:15:06 +0000 2016
2809|@lnkedGoddess: Don't tell people your dreams. Show them.|6|Mon Feb 15 22:15:06 +0000 2016
2810|THIS IS SO AWKWARD I HOPE THEY DIDNT NOTICE OR I WILL KEEL OVER|0|Mon Feb 15 22:15:06 +0000 2016
2811|NEW VIDEO https://t.co/ZM6sI1YU0k|1|Mon Feb 15 22:15:06 +0000 2016
2812|Happy President   s Day! If Sheldon from THE BIG BANG THEORY was campaigning for president, this is what his poster... https://t.co/6QFsAaawO1|0|Mon Feb 15 22:15:06 +0000 2016
2813|"@bellaboo2419 thanks girl! That is what I was going for. The vintage look! I had it done at https://t.co/GydfIwI3ZS 

Marzava's and Sons"|0|Mon Feb 15 22:15:06 +0000 2016
2814|FUCKING ICARLY IS ALMOST A DECADE OLD I'M GOING TO DIE|0|Mon Feb 15 22:15:06 +0000 2016
2815|I'm so tempt to read spoiler so I know what's going to happen.|0|Mon Feb 15 22:15:06 +0000 2016
2816|Scrolling and it looks like y'all were arguing earlier. Glad I missed it.|0|Mon Feb 15 22:15:06 +0000 2016
2817|Anyone know if there's a Pho delivery in Indy (east side)?|0|Mon Feb 15 22:15:06 +0000 2016
2818|"@renomarky: #SCPrimary vote #Trump2016 so media hacks keep their sad faces     
@megynkelly 
@DLoesch 
@BrentBozell 
@KatiePavlich https://   "|4|Mon Feb 15 22:15:06 +0000 2016
2819|@ShaqRentie: Most of dese dudes b sick about your girl... it's a bunch of em...|1|Mon Feb 15 22:15:06 +0000 2016
2820|"""Minecraft PvP sur badblock #2 by Wisting""  : https://t.co/qWrc7cIm1p via @YouTube"|0|Mon Feb 15 22:15:06 +0000 2016
2821|making a success playlist for motivation. in addition to classics such as All I Do Is Win, i added Jenny From The Block. gotta stay humble|0|Mon Feb 15 22:15:06 +0000 2016
2822|February 15th? You mean heartbreak day? https://t.co/xeuV9TRzst|0|Mon Feb 15 22:15:06 +0000 2016
2823|Scandinavians speak better English than most Brits and now I'm questioning everything I've learned about the English language.|0|Mon Feb 15 22:15:06 +0000 2016
2824|@cachetenana: Tbh this man look so damn hot         @WesFinTucker https://t.co/MWIW9zdAah|2|Mon Feb 15 22:15:06 +0000 2016
2825|I don't want to do sound and sense pls cancel school|0|Mon Feb 15 22:15:06 +0000 2016
2826|@MartinaChiella Take A of awesome free LED Sneaker in https://t.co/wkQxfW2KoE|0|Mon Feb 15 22:15:06 +0000 2016
2827|Match Fixing, Slot Machine mechanics, Unjoinable lobbies. Welcome to @CallofDuty #BlackOps3. Buy the season pass so we give less of a shit|0|Mon Feb 15 22:15:06 +0000 2016
2828|@chanyuoI: FXUCFK IS THIS PAMELA  https://t.co/rw21PsfT2C|1|Mon Feb 15 22:15:06 +0000 2016
2829|Should I fight my shit stain father's cum stain of a girlfriend|0|Mon Feb 15 22:15:06 +0000 2016
2830|you the one always talking        |0|Mon Feb 15 22:15:06 +0000 2016
2831|@buttcatty Switch the order of 'every' and 'fucking' and suddenly you have the mantra of BDSM and Nymphomanic communities everywhere.|0|Mon Feb 15 22:15:06 +0000 2016
2832|All the instrumentals on the new Future album are mad|0|Mon Feb 15 22:15:06 +0000 2016
2833|Told Me I Could Beat It Like A Case     |0|Mon Feb 15 22:15:06 +0000 2016
2834|Mark Cavendish &amp; Sir Bradley Wiggins reunited for Madison at London World Champs? https://t.co/YotR0cS4Yn #cycling https://t.co/5loQ9fXf3V|0|Mon Feb 15 22:15:06 +0000 2016
2835|Jennifer G.'s review of For Love and Art https://t.co/cSpKsuhk8k|0|Mon Feb 15 22:15:06 +0000 2016
2836|"16 of the best #podcasts for #Marking &amp; #PR pros. https://t.co/RL3rGVAq1U | @socialmedia2day"|0|Mon Feb 15 22:15:06 +0000 2016
2837|"Like Jay said ""you wanna hear my old shit buy my old albums"""|0|Mon Feb 15 22:15:06 +0000 2016
2838|@GreatLakesBeer excellent!  How much and where can I get one?|0|Mon Feb 15 22:15:06 +0000 2016
2839|"I AM GETTING SO COLD I NEED PUMPKIN LATTE
#WeNeed5SOSInPoland 
#DZIWKIESZTYNA #ZgolTenKoperLukeyParty"|0|Mon Feb 15 22:15:06 +0000 2016
2840|@MilooxA what season u on|0|Mon Feb 15 22:15:06 +0000 2016
2841|I get on IG &amp; all I see I pussy on my TL     |0|Mon Feb 15 22:15:06 +0000 2016
2842|@theytookjvrdyy: @ObeyLwY 32 29 on tnak then 2nd spec 22-29 on tnak|1|Mon Feb 15 22:15:06 +0000 2016
2843|Game day vs. Churchill at NISD @ 7:00                   |0|Mon Feb 15 22:15:06 +0000 2016
2844|"Horizon uploaded earlier! 
Check it out here and leave a like and comment: https://t.co/XAeQwwSmVW"|0|Mon Feb 15 22:15:06 +0000 2016
2845|"It amazes me every day that l've made friendships here in the last year that l can't ever imagine being without.

Thank you for being you."|0|Mon Feb 15 22:15:06 +0000 2016
2846|@JackJackJohnson baby please you're so small            |0|Mon Feb 15 22:15:06 +0000 2016
2847|AZ beer week is the best! https://t.co/Ftb3lM9KJm|0|Mon Feb 15 22:15:06 +0000 2016
2848|@amissbieber: MOOD #GRAMMYs https://t.co/ueKYgqIKri|6|Mon Feb 15 22:15:06 +0000 2016
2849|@octal: @zooko Can we pretend 1 Jan 1996-1 Jan 2016 didn't happen? cypherpunks agenda would remain on track, then, sans 20 year ~noop.|3|Mon Feb 15 22:15:06 +0000 2016
2850|@amourxree: My sensitivity level https://t.co/8FiSytqCSB|1|Mon Feb 15 22:15:06 +0000 2016
2851|Be sure to take a listen as we go over the first half of the season, allstar game, and trade deadline. https://t.co/y2qlGfEJt8|0|Mon Feb 15 22:15:06 +0000 2016
2852|In a @HuffPostParents article @Lissahoopy shares her secondary #infertility story &amp; why she kept her #IVF a secret https://t.co/LeNUtoKekJ|0|Mon Feb 15 22:15:06 +0000 2016
2853|If you're a grown ass adult and you still have issues with being patient, you need to grow the F*ck up. Nothing just happens as fast (1/2)|0|Mon Feb 15 22:15:06 +0000 2016
2854|"""I like the old music. Like before 2010,"" says the 16-y-o daughter."|0|Mon Feb 15 22:15:06 +0000 2016
2855|"@jamestaranto: #ProTip ""Competent"" is NOT the opposite of ""honest"" or ""politically talented."" https://t.co/YMsIwMQTXG https://t.co/FZGj8   "|3|Mon Feb 15 22:15:06 +0000 2016
2856|@lmNotJess: Real https://t.co/JxkORg9URm|1|Mon Feb 15 22:15:06 +0000 2016
2857|Why You Should Listen to the Nagging Voice Telling You to Exercise https://t.co/uawGB7shbZ #exercise #fitness|0|Mon Feb 15 22:15:06 +0000 2016
2858|I get to date this HOTTIE @asternx https://t.co/wA5L3jwMZi|0|Mon Feb 15 22:15:06 +0000 2016
2859|"They are for export,
 Don't be sad when the sun goes down"|0|Mon Feb 15 22:15:06 +0000 2016
2860|Ugh I can't wait to become a peds nurse|0|Mon Feb 15 22:15:06 +0000 2016
2861|I want them to have the rewards of their own industry. This is the chief meaning of freedom.  Coolidge #PresidentsDay|0|Mon Feb 15 22:15:06 +0000 2016
2862|@WeLoveFoam: Check out the states we offer foam parties in.  Do not see your state?  Call/text: (570) 362-6669. https://t.co/a9ruhOK12M|1|Mon Feb 15 22:15:06 +0000 2016
2863|@captainswa_n: EMMA WILL FIND HOOK because they've been true love since the beginning!! https://t.co/INj5qgjoYH|2|Mon Feb 15 22:15:06 +0000 2016
2864|Today's the day.: https://t.co/oPMTQ8lB5q via @YouTube|0|Mon Feb 15 22:15:06 +0000 2016
2865|"@CFAddicted: *** RARE PICS 
Waiting tomorrow, a little gift from CFA ^^ Rare pics from #Genius backstage ^^ 
#ColinFirth https://t.co/g6   "|3|Mon Feb 15 22:15:07 +0000 2016
2866|Being a big dreamer &amp; being lazy is the worst combo|0|Mon Feb 15 22:15:07 +0000 2016
2867|@FIUK101: How Islington Council Are Dancing To Iain Duncan Smith   s Tune https://t.co/CBRn2cNdPd #InTheMind, #MentalHealth, #DoNoHarm|3|Mon Feb 15 22:15:07 +0000 2016
2868|@ElizabethLoza98 @ShiWantsTheC I'm dying                     |0|Mon Feb 15 22:15:07 +0000 2016
2869|@a_ryan88: This is amazing. Ted Cruz destroys Donald Trump's latest #TrumperTantrum.  https://t.co/3P1Lnu9xFH|5|Mon Feb 15 22:15:07 +0000 2016
2870|@ricky_martin felicidades!!! The #Grammy goes to #AQQE \o/|0|Mon Feb 15 22:15:07 +0000 2016
2871|"https://t.co/HV4H12RYPQ 

tweet"|0|Mon Feb 15 22:15:07 +0000 2016
2872|@DeborahSteadma1: @KuddleMe2 @faithseedz @FaithvickiFaith @DiamondGirlsOf1 @BeachcatTt Amen Hallelujah Praise The Lord|2|Mon Feb 15 22:15:07 +0000 2016
2873|@eaststand14 there's a movie?|0|Mon Feb 15 22:15:07 +0000 2016
2874|@Cyndifferous I can only see bottom of pic. Her skirt looks fab.|0|Mon Feb 15 22:15:07 +0000 2016
2875|@Skydoee69: this weekend was enjoyable, wish it was longer|2|Mon Feb 15 22:15:07 +0000 2016
2876|you know what just hit me,, they're performing alexander hamilton tonight at the grammys. that means leslie is gonna be there|0|Mon Feb 15 22:15:07 +0000 2016
2877|I always show respect to my elders, but the respect should be mutual     |0|Mon Feb 15 22:15:07 +0000 2016
2878|Now playing Cherish by KOOL &amp; THE GANG on https://t.co/nyZ9KKWhYI|0|Mon Feb 15 22:15:07 +0000 2016
2879|@daringoakIey now you have something you can dream about - joined perfomance|0|Mon Feb 15 22:15:07 +0000 2016
2880|@_sheamoreno: Pizza roses are my favorite thing in the world|1|Mon Feb 15 22:15:07 +0000 2016
2881|There   s no reason to have a plan B because it distracts from plan A.          Will Smith|0|Mon Feb 15 22:15:07 +0000 2016
2882|IHATE TBIS SCREENSHOT BECAYSE. HE LOOKS CUTE https://t.co/XbYrh2TsDg|0|Mon Feb 15 22:15:07 +0000 2016
2883|@RetroCompNews: Sinclair ZX Spectrum portable console  announced https://t.co/TUuczvk4MO #Spectrum #retrocomputing #retrogaming|3|Mon Feb 15 22:15:07 +0000 2016
2884|@jayruston PS - Friends of mine have great stories about him walking into Sidewalk in the East Village on open mike night. Can u imagine..|0|Mon Feb 15 22:15:07 +0000 2016
2885|SLID THE PANTIES RIGHT TO THE SIDE AINT GOT THE TIME TO TAKE DRAWERS OFF ON SIGHT https://t.co/fe8KfdaEM0|1|Mon Feb 15 22:15:07 +0000 2016
2886|Hey @sanketpatel109, thanks for your 'snaptime mobile app' freebie on @MaterialUp ! https://t.co/NLz4FfFXIv|0|Mon Feb 15 22:15:07 +0000 2016
2887|No Swansea 'pressure' for London trips https://t.co/hypOcNC05h|0|Mon Feb 15 22:15:07 +0000 2016
2888|I'm fucking crying           https://t.co/i7shqHExZs|0|Mon Feb 15 22:15:07 +0000 2016
2889|The Andrea Gori Daily is out! https://t.co/ERBxg9bFKC Stories via @ReporterFirenze @puntarellarossa @larcante|0|Mon Feb 15 22:15:07 +0000 2016
2890|@britsgoverment_ ''yes, John is a real friend.'' Sherlick said as her write quickly on his phone.|0|Mon Feb 15 22:15:07 +0000 2016
2891|@_Josemaa The 100 has such bad acting al principio. Watch it y dime que you agree para no pensar que estoy loca. Haha|0|Mon Feb 15 22:15:07 +0000 2016
2892|I'm so close to packing all of my things and just driving until I no longer know where I am. I am so tired of getting yelled at for nothing.|0|Mon Feb 15 22:15:07 +0000 2016
2893|"""baby"" is the last place or thing you want to promise everything is the most famous song in the movie, and they keep trying to acquire"|0|Mon Feb 15 22:15:07 +0000 2016
2894|Sooo enjoyed the first episode of #peoplevojsimpson on @BBCTwo: great decision to bring this to the UK.|0|Mon Feb 15 22:15:07 +0000 2016
2895|Pope apologizes to indigenous Mexicans:    Today   s world, ravaged    by a throwaway culture,    https://t.co/dnZgwpyuOP https://t.co/YzwZWnEiyf|0|Mon Feb 15 22:15:07 +0000 2016
2896|@dugdogg99 Locals are the fastest. Cris and 5D, not so much. Casinos move slow also.|0|Mon Feb 15 22:15:07 +0000 2016
2897|putting your hair up and taking your makeup off is great until someone snapchats you     |0|Mon Feb 15 22:15:07 +0000 2016
2898|"I'm not a talk on the phone person
Unless i like you"|0|Mon Feb 15 22:15:07 +0000 2016
2899|Wishin for those summer nights rn|0|Mon Feb 15 22:15:07 +0000 2016
2900|https://t.co/PvLmL8egx8 #PresidentsDay murderers of the people of God|0|Mon Feb 15 22:15:07 +0000 2016
2901|@thejournal_ie and they are!!|0|Mon Feb 15 22:15:07 +0000 2016
2902|"Me: ""Where is the Amazon?""
Oscar: ""On the internet""
Me: https://t.co/hviTctwG4K"|0|Mon Feb 15 22:15:07 +0000 2016
2903|Here is the latest post from Peetah Morgan. Congratulations to them! https://t.co/rZ9Syqc82E|0|Mon Feb 15 22:15:07 +0000 2016
2904|@4MinutesofHoe if you don't care about the hoe, don't fuck with her, why put the energy towards this lmao|0|Mon Feb 15 22:15:07 +0000 2016
2905|@LChurchilll: Yesterday afternoon @MizzouWBB won its 20th game for the first time since the 2005-6 season. @TheManeater https://t.co/W7H   |1|Mon Feb 15 22:15:07 +0000 2016
2906|@RICH_GIII: 50 cent shots and 3$ pitchers @ReggiesBR|3|Mon Feb 15 22:15:07 +0000 2016
2907|I saved a @YouTube playlist https://t.co/WdpWUl5pHU My Little Fanfic:|0|Mon Feb 15 22:15:07 +0000 2016
2908|They aren't jabronis. The contest is still on. Follow because they are gamers that create good content. https://t.co/1TzBbUAb0o|0|Mon Feb 15 22:15:07 +0000 2016
2909|Keep it a stack Elena Della Donne and Britney Griner the only women on earth can beat me 1v1|0|Mon Feb 15 22:15:07 +0000 2016
2910|@georgepearkes: Out of oil, post-toss, and plated!  Will re-periscope the second batch after eating these. https://t.co/5d04XeS9fj|1|Mon Feb 15 22:15:07 +0000 2016
2911|Where is Portimao on the map? Play the game at https://t.co/LIwVpr3cEL #Portimao|0|Mon Feb 15 22:15:07 +0000 2016
2912|I love this #Emison edit!         https://t.co/sR1GuRYqW9|0|Mon Feb 15 22:15:07 +0000 2016
2913|@chridgriebe exactly- I was a child of the 80s - Nirvana in a pub, all that|0|Mon Feb 15 22:15:07 +0000 2016
2914|@JohnRUttley: #Aintree wants Ladies' Day to be styled up like Ascot.Prefer the Scousers' dress sense myself, along with the hen parties    |1|Mon Feb 15 22:15:07 +0000 2016
2915|@CanadianHeartb7 - sounds amazing to me, beautiful voice xx|0|Mon Feb 15 22:15:07 +0000 2016
2916|@shineenlightsme: I am crying https://t.co/seAPYGidpN|1|Mon Feb 15 22:15:07 +0000 2016
2917|@harryrises: this is gonna be Harry tonight because of y'all :( https://t.co/gOMywyMIPV|1|Mon Feb 15 22:15:07 +0000 2016
2918|@OoContextNep111: I want to bring 'chaos' into the world...to hear the screams of humans...|1|Mon Feb 15 22:15:07 +0000 2016
2919|@Neal_Dewing it's why I support him whole-heartedly despite some disagreement on a couple key issues.|0|Mon Feb 15 22:15:07 +0000 2016
2920|Mario building skills going on up here! https://t.co/9NUP3qP92K|0|Mon Feb 15 22:15:07 +0000 2016
2921|Synths That Make You Go Ooo #InstrumentsInSongs|0|Mon Feb 15 22:15:07 +0000 2016
2922|In a drowned plane ruled by birds, one devil unleashes a lens that changes the course of history.|0|Mon Feb 15 22:15:07 +0000 2016
