text|rt_count|tweet_datetime
@J0MAEL: Black girls are the     |3216|Mon Feb 15 22:15:06 +0000 2016
@biIexuality: i added an ily cause i'm trash https://t.co/GR0sXeKTSq|1391|Mon Feb 15 22:15:06 +0000 2016
@MySportsLegion: Knicks want a point guard, their goal is to make the playoffs THIS season. Talking with Houston (Ty Lawson) &amp; Detroit (   |915|Mon Feb 15 22:15:06 +0000 2016
@ConnorFranta: retweet my last tweet for a follow! have a great week everyone :)|3919|Mon Feb 15 22:15:06 +0000 2016
@kanyewest: Mark Zuckerberg  I know it   s your bday but can you please call me by 2mrw   |21928|Mon Feb 15 22:15:06 +0000 2016
"@ConnorFranta: it's here &amp; it's beautiful | go to the @CommonCulture website for coffee, music &amp; clothing: https://t.co/hySwTdnKpt https   "|8988|Mon Feb 15 22:15:06 +0000 2016
@CoupIesPosts: keeping 1 girl interested for years &amp; loving her is alot more to brag about than pulling girls every weekend like an imma   |2339|Mon Feb 15 22:15:06 +0000 2016
@WORIDSTARHIPH0P: IM SOBBING     https://t.co/EmvWLHdVir|815|Mon Feb 15 22:15:06 +0000 2016
@SexualGif: so satisfying finally realising that you're way better off without certain people who you used to find it so hard to be with   |1005|Mon Feb 15 22:15:07 +0000 2016
"@AKOSiLOLANiDORA: ACTION TAKE 3 
ANTOK MODE 

#VoteMaineFPP #KCA"|713|Mon Feb 15 22:15:07 +0000 2016
@FIGHTlNG: C'mon guys let the man learn in peace      https://t.co/T33o46DDk4|3724|Mon Feb 15 22:15:07 +0000 2016
@RelatableQuote: GEORGE LOPEZ HAS NO CHILL https://t.co/RVNvTkv4Et|595|Mon Feb 15 22:15:07 +0000 2016
@KylieAndKendaII: Kendall Jenner and GiGi Hadid      https://t.co/PIE0BlAibZ|1521|Mon Feb 15 22:15:07 +0000 2016
@kvttycat: you shouldn   t have to beg someone to care about you|1580|Mon Feb 15 22:15:07 +0000 2016
@taylorswift13: @TheGRAMMYs I AM SCREAMING|14463|Mon Feb 15 22:15:07 +0000 2016
"@Lmao: People: who does this bitch think she is?

Me: https://t.co/ChXGvPI4yE"|622|Mon Feb 15 22:15:07 +0000 2016
"@WORLDSTARC0MEDY: "" it's cold, it's ice cream ""                  https://t.co/8aYfVY2vaW"|577|Mon Feb 15 22:15:07 +0000 2016
@daggertattooH: when we heard louis' laugh coming from inside the car that picked harry up https://t.co/AEYqtaXyXp|1305|Mon Feb 15 22:15:07 +0000 2016
"@SteveStfler: ""pulled up to a red light and looked to my left"" https://t.co/QdPA51INmu"|793|Mon Feb 15 22:15:07 +0000 2016
@jccaylen: Fuck cancer.|10004|Mon Feb 15 22:15:07 +0000 2016
@ItsFoodPorn: These dogs look perfect          https://t.co/1EswCfmg0M|1511|Mon Feb 15 22:15:07 +0000 2016
@JohnBoyega: First day on Star Wars 8 complete ! We must face them! Fight them!|11970|Mon Feb 15 22:18:22 +0000 2016
@HobbsVIP: Simply retweet and follow for a chance to #WIN the Winchester Satchel #hobbsgiveaway https://t.co/iE2MNQDTzk|1262|Mon Feb 15 22:18:22 +0000 2016
@silktheshabba: If you was black or Hispanic from the hood, I promise you you had one of these as a child https://t.co/NGsn5bPzBL|31061|Mon Feb 15 22:18:22 +0000 2016
@WORLDSTAR: So on point https://t.co/NWEwPNb4JX|1213|Mon Feb 15 22:18:22 +0000 2016
@NBA: #KobeBryant goes out in style, says NBA in a 'beautiful place' (via @Powell2DaPeople): https://t.co/jZvUfB0cWQ https://t.co/33zoha   |624|Mon Feb 15 22:18:22 +0000 2016
@iconickkk: 15. live with it parents!!!! https://t.co/DfKXUGpdmG|4184|Mon Feb 15 22:18:22 +0000 2016
@UrbanEngIish: some of the most tense moments of my childhood https://t.co/mo0HXEJAIf|4197|Mon Feb 15 22:18:22 +0000 2016
@One_D_Potato: My buddies in @OneDirection are appearing in an all-new #MeanTweets TONIGHT on #Kimmel! Not me though, people only say ni   |3653|Mon Feb 15 22:18:22 +0000 2016
@UrbanEngIish: some of the most tense moments of my childhood https://t.co/mo0HXEJAIf|4197|Mon Feb 15 22:18:22 +0000 2016
@CraveMyThoughts: @ future husband, if u can hear me https://t.co/Q0jkI85Zyh|558|Mon Feb 15 22:18:22 +0000 2016
@Yhossyluv: To wear around the house waiting for the police, after murdering your husband  https://t.co/c5D0P59FNT|1333|Mon Feb 15 22:18:22 +0000 2016
@awkwardgoogle: Yummy chocolate bowls made from balloons - how cool is this?!          https://t.co/WHZNLmqOXS|19645|Mon Feb 15 22:18:22 +0000 2016
@thefactguide: When you fall in love with someone's personality, everything about that person tends to become beautiful..|5666|Mon Feb 15 22:18:22 +0000 2016
@mainedcm: Just got home             https://t.co/TEgRkjkOrj|10888|Mon Feb 15 22:18:22 +0000 2016
@SUP3RFRUIT: GRAMMYs TIME!!!          (and still can't believe we won our SECOND GRAMMY) #GRAMMYs https://t.co/4BsPUwCMeS|1305|Mon Feb 15 22:18:22 +0000 2016
"@Smooth_Orator: 'WE not broke. HE'S broke. "" https://t.co/DjNaHRzWsj"|542|Mon Feb 15 22:18:22 +0000 2016
@RelatableQuote: February 15th?? You mean annoy squidward day? https://t.co/rlcmEXKkjS|2496|Mon Feb 15 22:18:23 +0000 2016
@UncleSheun: When you book a holiday for your mum and aim to surprise her with more than a Christmas      for when she gets back...     https:   |1766|Mon Feb 15 22:18:23 +0000 2016
"@jb_barker10: Goal 1 : Finish College 
Goal 2 : Get That Money      
Goal 3 : Marriage 
Goal 4 : Big House 
Goal 5 : Kids 
Goal 6 : Relax"|4657|Mon Feb 15 22:18:23 +0000 2016
@WORLDSTARVlNE: THIS STILL KILLS ME      https://t.co/HfYQtEMY9C|871|Mon Feb 15 22:18:23 +0000 2016
@ExploringaWorld: for Lent I'm just giving up|889|Mon Feb 15 22:18:23 +0000 2016
@crowdgoals: This is just magical https://t.co/zVANaCPgSn|4228|Mon Feb 15 22:18:23 +0000 2016
@AngPoetNyo: This is the new version of LION KING. Good morning from DE LEON KING! #ALDUB7thMonthsary https://t.co/zNAelgqa37|884|Mon Feb 15 22:18:23 +0000 2016
@DanVHefner: When desiigner and future see face to face https://t.co/4ww9OucMmu|538|Mon Feb 15 22:18:23 +0000 2016
"@LmaoStarterPack: The ""I only hang out with guys because it's less drama"" starter pack https://t.co/5yU6Zljz9o"|1037|Mon Feb 15 22:18:23 +0000 2016
@kanyewest: No matter what level you're at in life there is still a struggle|57469|Mon Feb 15 22:18:23 +0000 2016
@luke_brooks: I did need stitches but I couldn't be fucked so I've just left it to heal itself       @REDAMANCE|1143|Mon Feb 15 22:18:53 +0000 2016
@Ashton5SOS: Vocals. #SoundsLiveFeelsLive X https://t.co/aT6FRLxRLe|30865|Mon Feb 15 22:18:53 +0000 2016
@VH1PNUT_: IF FETTY WAP KEEP MAKIN GOOD SONGS IMA GIVE THE NIGGA MY EYE LIKE FUCK IT|14088|Mon Feb 15 22:18:53 +0000 2016
@KQUANTAE_GANG: Happy president Day to the best president ever I appreciate everything you've done for this country                               https://t.   |2208|Mon Feb 15 22:18:53 +0000 2016
@bummyant: when you start kissing her neck https://t.co/c4L38Dv7U2|16409|Mon Feb 15 22:18:53 +0000 2016
@One_D_Potato: My buddies in @OneDirection are appearing in an all-new #MeanTweets TONIGHT on #Kimmel! Not me though, people only say ni   |3669|Mon Feb 15 22:18:53 +0000 2016
@FemaleTexts: i'm obsessed with having my back scratched|1007|Mon Feb 15 22:18:53 +0000 2016
"@kvttycat: Him: ""Watch your attitude.""
Me: ""I ain't fucking got no goddamn motherfucking attitude"" https://t.co/fhYsnX3Msr"|12669|Mon Feb 15 22:18:53 +0000 2016
@BlackPplVines: When your mom wanted you home by 12 and its 11:55 https://t.co/dlqSUIRXi9|4651|Mon Feb 15 22:18:53 +0000 2016
@ThirtySecFights: I thought I've seen it all https://t.co/O5RiQv3ole|5142|Mon Feb 15 22:18:53 +0000 2016
"@FCBarcelona: [AMAZING GOAL]
     Leo Messi scores an impossible goal for Eros Ramazzotti
                  https://t.co/HEnoDF6Cuz"|3653|Mon Feb 15 22:18:53 +0000 2016
@teenagernotes: HOLY DAMN JUSTIN BIEBER          https://t.co/95aSaeYZVp|884|Mon Feb 15 22:18:53 +0000 2016
@ConorTripler:          don't          celebrate          president's          day          unless          you          were          a          president         |833|Mon Feb 15 22:18:53 +0000 2016
@jacobsartorius: Goodnight         Sleep well;)|3208|Mon Feb 15 22:18:53 +0000 2016
"@64_bit_hero: Pig: ""David come over""

Dave: ""I can't I have poor people to punish""

Pig: ""The farmers out"" 

Dave: http://t.co/uIReaGOCb2"|7609|Mon Feb 15 22:18:53 +0000 2016
@Iipbitings: receipt #10 she's so deluded he's just sitting  https://t.co/XnWeM1oCV5|23899|Mon Feb 15 22:18:53 +0000 2016
@JohnBoyega: First day on Star Wars 8 complete ! We must face them! Fight them!|11979|Mon Feb 15 22:18:53 +0000 2016
@asassywhale: im the sleepiest girl on the planet|949|Mon Feb 15 22:18:53 +0000 2016
@ChocolateThund9: Her feelings ain't produced by Metro Boomin https://t.co/fm1cdygasv|37994|Mon Feb 15 22:18:53 +0000 2016
@_rosalyart: This is how @zaynmalik 's hair actually turned pink. #pinkhair #ZaynMalik #HappyValentinesDay https://t.co/d1bUM6e6Hd|46100|Mon Feb 15 22:18:53 +0000 2016
@zeppeliniall: Being American? No thanks, I prefer living in the United States. http://t.co/OKYnHvMS3C|14618|Mon Feb 15 22:18:53 +0000 2016
@TheClassicPics: Spain, 1959 http://t.co/EYMTfmjUo3|1137|Mon Feb 15 22:18:53 +0000 2016
@asassywhale: this lipstick would look great on you https://t.co/0N1OQuKI22|2528|Mon Feb 15 22:18:53 +0000 2016
"@HilariousRoasts: ""Get my head smaller""              https://t.co/He7fVmZcd2"|1139|Mon Feb 15 22:18:53 +0000 2016
"@RobieToCoChce: My drawing of @zaynmalik i hope he likes it. It took me 5 hours to finish it.
Follow me Zayn!          http://t.co/wX7Ybo9XfJ"|119051|Mon Feb 15 22:18:53 +0000 2016
@luke_brooks: Ill upload a video when my laptop is fixed, few days          @andrianaxen|1103|Mon Feb 15 22:18:53 +0000 2016
@yeIps: i need like $102,928,929,928.95 for new clothes|15320|Mon Feb 15 22:18:53 +0000 2016
"@OneDrecti0nFans: THEY ARE GROWING UP SO FAST :')

#VoteOneDirection #KCA

https://t.co/d1dOKQ603I"|1014|Mon Feb 15 22:18:53 +0000 2016
@uanwhores: 34) this isnt funny but can we just https://t.co/9YDDpZZMqZ|3637|Mon Feb 15 22:19:25 +0000 2016
@PleasureGif: she's a handful but thats what u got two hands for|3369|Mon Feb 15 22:19:25 +0000 2016
@ModernizedHippy: The Blue Arch of a Mosque in Esfahan https://t.co/pLjWMqy1gI|1310|Mon Feb 15 22:19:25 +0000 2016
@maIchanceux: quand j'entends Work de Rihanna https://t.co/ayMsu59YRD|1023|Mon Feb 15 22:19:25 +0000 2016
@WORIDSTARHIPH0P: Bae gets really excited for Valentine's Day!          https://t.co/vPI20ugG29|1239|Mon Feb 15 22:19:25 +0000 2016
@kanyewest: I am of service to the world with my art and I just want to serve more.|8579|Mon Feb 15 22:19:25 +0000 2016
"@MaineAlden16: HAPPY #ALDUB7thMonthsary
@aldenrichards02 @mainedcm https://t.co/jyhEBlDM4k"|1060|Mon Feb 15 22:19:25 +0000 2016
@NonsensPosts: Relationship Goals      https://t.co/djZcZSsVpS|1516|Mon Feb 15 22:19:25 +0000 2016
@beysusfacts: Beyonc   has actually never even taken an IQ test, but sure, anything to degrade a successful black woman. https://t.co/tZ4   |1369|Mon Feb 15 22:19:25 +0000 2016
@kanyewest: No matter what level you're at in life there is still a struggle|57580|Mon Feb 15 22:19:25 +0000 2016
@Dory: Me as a thief https://t.co/LI9XkifeAb|1812|Mon Feb 15 22:19:28 +0000 2016
@asassywhale: this lipstick would look great on you https://t.co/0N1OQuKI22|2529|Mon Feb 15 22:19:28 +0000 2016
@_AbovetheMoney: Rose Gold 12's     , Done By Me https://t.co/Eg5wnf3a2Z|3250|Mon Feb 15 22:19:28 +0000 2016
@IdiotOlympics: This gets me every time          #IdiotOlympics https://t.co/EjraYoMvoF|4772|Mon Feb 15 22:19:28 +0000 2016
"@AwakendLioness: Me on my cycle.
https://t.co/MiA0fA5xJp"|6048|Mon Feb 15 22:19:28 +0000 2016
@CoupIesPosts: I would cry if someone did this for me https://t.co/CMbXHqK9Lk|1532|Mon Feb 15 22:19:28 +0000 2016
"@CountryIn30: ""Die a Happy Man"" -Thomas Rhett https://t.co/yyGSpquUvv"|25805|Mon Feb 15 22:19:28 +0000 2016
"@OneDrecti0nFans: FOR YOUR EYES ONLY 

#VoteOneDirection #KCA

https://t.co/eIZUu8HHg7"|1392|Mon Feb 15 22:19:28 +0000 2016
"@aldub_uae: Happy Seventh Monthsary 

BTS:ctto #ALDUB7thMonthsary @aldenrichards02 @mainedcm https://t.co/BVbiWgZftT"|793|Mon Feb 15 22:19:28 +0000 2016
@thirtysecvocals: Listen to this      https://t.co/BFWEx2Anse|886|Mon Feb 15 22:19:28 +0000 2016
"@the1975: // R A D I O 1 P R E S E N T S - 2 9 F E B - T I C K E T S // @BBCR1 @AnnieMac L O V E

https://t.co/rety0yi9s9 https://t.co/n   "|835|Mon Feb 15 22:19:28 +0000 2016
@WHO: It   s Intl #ChildhoodCancer Day. Read stories from affected families around the world https://t.co/gt4OduW6Jq https://t.co/SPEt8i3j   |821|Mon Feb 15 22:19:28 +0000 2016
@OMG_ItsKhairy: EXCLUSIVE SNEAK PEAK: Yeezy Season 4 Vintage dingy drawls. For the low price of $1250. Financing available https://t.co/   |1640|Mon Feb 15 22:19:28 +0000 2016
@NiggaCommentary: Last nights dunk contest brings back memories https://t.co/U6y9wOHb6G|3340|Mon Feb 15 22:19:28 +0000 2016
@AnimalPlizanet: Best Valentine's day present for cheating girlfriend...         https://t.co/cmCGHDW6yy|1294|Mon Feb 15 22:19:28 +0000 2016
@justinbieber: Beliebers.. We did it! I love you. Now get ready for the show. Not done yet. #GRAMMYs|32155|Mon Feb 15 23:50:17 +0000 2016
@YOANDRl: Guys don't jump to conclusions so quick :)|642|Mon Feb 15 23:50:17 +0000 2016
"@WeddingsGoals: ""Aweee my little brother asked this girl to be his Valentine""              https://t.co/dWOhADK8T2"|4250|Mon Feb 15 23:50:17 +0000 2016
@justinbieber: All the albums are available on vinyl for the first time https://t.co/6I8dMwPKTV https://t.co/SpQlL4Cpea|45157|Mon Feb 15 23:50:17 +0000 2016
@silktheshabba: If you was black or Hispanic from the hood, I promise you you had one of these as a child https://t.co/NGsn5bPzBL|31157|Mon Feb 15 23:50:17 +0000 2016
@justinbieber: Beliebers.. We did it! I love you. Now get ready for the show. Not done yet. #GRAMMYs|32155|Mon Feb 15 23:50:17 +0000 2016
@justinbieber: @Skrillex @Diplo congrats boys!|12828|Mon Feb 15 23:50:17 +0000 2016
@FreddyAmazin: Throwback to Amy Winehouse's heartbreaking reaction to winning a grammy in 2008 https://t.co/Gl7lsrJjtI|1027|Mon Feb 15 23:50:17 +0000 2016
@justinbieber: i care|255323|Mon Feb 15 23:50:17 +0000 2016
@JNumba910: Racist KKK Member Pissed On Himself Being Approached By A Bloods Gang Member http://t.co/GkneU2Kbrb|22076|Mon Feb 15 23:50:17 +0000 2016
@kanyewset: I am my soulmate.|3537|Mon Feb 15 23:50:17 +0000 2016
@kanyewest: To Pitchfork, Rolling Stone, New York Times, and any other white publication. Please do not comment on black music anymore.|7216|Mon Feb 15 23:50:17 +0000 2016
@halalhoe: me as a mother dropping my daughter off at school. https://t.co/7kfWJO4HgL|699|Mon Feb 15 23:50:17 +0000 2016
@edsheeran: I wasn't expecting the Grammy noms, thank you|27455|Mon Feb 15 23:50:17 +0000 2016
@RelatableQuote: this is absolutely disgusting, people wonder why women are so self conscious like this is not okay https://t.co/44ScEIr   |1787|Mon Feb 15 23:50:17 +0000 2016
@Avalanna: Such a sweet love - 4 years ago today @justinbieber Happy Anniversary         #mrsbieber https://t.co/LD8oFrgQpb|11619|Mon Feb 15 23:50:17 +0000 2016
@kanyewest: Also all Good Fridays songs will be on Tidal. Me and Kendrick got 40 songs and me and Young Thug got 40 songs. 40/40 club!!!|11671|Mon Feb 15 23:50:17 +0000 2016
@RelatableQuote: Tierisha's glo up      https://t.co/qwHVG35fvZ|649|Mon Feb 15 23:50:17 +0000 2016
@justinbieber: Beliebers.. We did it! I love you. Now get ready for the show. Not done yet. #GRAMMYs|32155|Mon Feb 15 23:50:17 +0000 2016
"@TheGRAMMYs: Congrats Best Rap Song @kendricklamar, @kawanprather, @SounwaveTDE, &amp; @Pharrell - ""Alright"" #GRAMMYs"|3687|Mon Feb 15 23:50:17 +0000 2016
@MindBlowing: Perfect magnets https://t.co/ERsJ7Y6tgS|3186|Mon Feb 15 23:50:17 +0000 2016
"@TheGRAMMYs: Congrats Best Arrangement, Instrumental Or A Cappella @Avi_Kaplan, @kirstin_taylor &amp; @KOlusola ""Dance Of The Sugar Plum Fai   "|4099|Mon Feb 15 23:50:17 +0000 2016
@JarettSays: When only one of you is ready for the group photo https://t.co/WoM10Kqbn3|513|Mon Feb 15 23:50:17 +0000 2016
@justinbieber: Thank you :) https://t.co/rIuhvHDG8z|28786|Mon Feb 15 23:50:17 +0000 2016
@FemaleTexts: when babe starts playin games: https://t.co/GgwN3jJu7l|767|Mon Feb 15 23:50:17 +0000 2016
@TheHolyKuran: how kanye be when he hops on twitter https://t.co/kpyoohHJU6|669|Mon Feb 15 23:50:17 +0000 2016
@FriendlyAssh0le: Me trying to get my life together https://t.co/sLVZNyclUV|943|Mon Feb 15 23:50:17 +0000 2016
@30SECONDFlGHTS: At Spring Valley High School https://t.co/t2m6a3GJuA|2118|Mon Feb 15 23:50:17 +0000 2016
@TheTumblrPosts: why would you want a valentine when you could have Valentino https://t.co/gAx05zw9m3|1817|Mon Feb 15 23:50:17 +0000 2016
@justinbieber: Beliebers.. We did it! I love you. Now get ready for the show. Not done yet. #GRAMMYs|32214|Mon Feb 15 23:50:17 +0000 2016
@GraysonDolan: If you're dating someone that I think is cute I automatically hate you.|7386|Mon Feb 15 23:50:17 +0000 2016
@ShawnMendes: . @bubblinmendes that's exactly what i was getting at! Lmaoo       |3442|Mon Feb 15 23:50:17 +0000 2016
@justinbieber: @Skrillex @Diplo congrats boys!|12845|Mon Feb 15 23:50:17 +0000 2016
@justinbieber: Beliebers.. We did it! I love you. Now get ready for the show. Not done yet. #GRAMMYs|32214|Mon Feb 15 23:50:17 +0000 2016
@SB_Projects: Congrats on your first Grammy, @justinbieber      #WhereAre  Now   https://t.co/d5RLvc0Dee|3461|Mon Feb 15 23:50:17 +0000 2016
"@TheGRAMMYs: Congrats Best Music Video @taylorswift13 ft. @kendricklamar - ""Bad Blood"" #GRAMMYs"|15966|Mon Feb 15 23:50:17 +0000 2016
@ddlovato: Happy #NMM &amp; @TheGRAMMYs Day!! Here's my face before all the makeup goes on            @Devonnebydemi https://t.co/kss4bYi4cO https://   |6878|Mon Feb 15 23:50:17 +0000 2016
@justinbieber: Beliebers.. We did it! I love you. Now get ready for the show. Not done yet. #GRAMMYs|32214|Mon Feb 15 23:50:17 +0000 2016
"@TheGRAMMYs: Congrats Best Music Video @taylorswift13 ft. @kendricklamar - ""Bad Blood"" #GRAMMYs"|15966|Mon Feb 15 23:50:17 +0000 2016
@justinbieber: Beliebers.. We did it! I love you. Now get ready for the show. Not done yet. #GRAMMYs|32215|Mon Feb 15 23:50:17 +0000 2016
@justinbieber: Beliebers.. We did it! I love you. Now get ready for the show. Not done yet. #GRAMMYs|32214|Mon Feb 15 23:50:17 +0000 2016
@30SecondJams: Best Grammy acceptance speach of all time https://t.co/1ZamgwJc87|1404|Mon Feb 15 23:50:17 +0000 2016
@justinbieber: Beliebers.. We did it! I love you. Now get ready for the show. Not done yet. #GRAMMYs|32215|Mon Feb 15 23:50:17 +0000 2016
@DumbPeopleAsf: This doesn't add up      https://t.co/N18uzBuahV|708|Mon Feb 15 23:50:17 +0000 2016
@justinbieber: Beliebers.. We did it! I love you. Now get ready for the show. Not done yet. #GRAMMYs|32214|Mon Feb 15 23:50:17 +0000 2016
@vballproblems: Music and volleyball are the only two things that allow me to escape from all my problems|834|Mon Feb 15 23:50:17 +0000 2016
@farazzz_: I don't even have these but I've lost them already https://t.co/dqOsiJaOQK|29991|Mon Feb 15 23:50:17 +0000 2016
@CalvinHarris: @killermuses reebok classics, don't test me|1024|Mon Feb 15 23:50:17 +0000 2016
@justinbieber: Beliebers.. We did it! I love you. Now get ready for the show. Not done yet. #GRAMMYs|32215|Mon Feb 15 23:50:17 +0000 2016
@justinbieber: Lol. Just playin. It's mine      https://t.co/BkjuckjZNe|31230|Mon Feb 15 23:50:17 +0000 2016
@justinbieber: https://t.co/ZWMJvgSRpV #PURPOSE THE ALBUM|48575|Mon Feb 15 23:50:17 +0000 2016
"@KardashianHumor: enemy: *breathes* 

me: https://t.co/3AHIrzW0jc"|1378|Mon Feb 15 23:50:17 +0000 2016
@justinbieber: Beliebers.. We did it! I love you. Now get ready for the show. Not done yet. #GRAMMYs|38562|Mon Feb 15 23:52:22 +0000 2016
@DefJamRecords: Congrats to @justinbieber for winning the Grammy for Best Dance Recording with @diplo and @Skrillex! https://t.co/GqOZwp   |744|Mon Feb 15 23:52:22 +0000 2016
@ochocinco: Don't tell me there's no God... https://t.co/0Pnr8iGWnU|10501|Mon Feb 15 23:52:22 +0000 2016
@nytimes: The battle for the Democratic nomination in Nevada is largely being waged by young Latinos https://t.co/NPjKNjC71C https://t.c   |525|Mon Feb 15 23:52:22 +0000 2016
@TeeqoFaZe: WHO want's a little giveaway soon? ;] @CSGO_Wild https://t.co/1os8oout58|582|Mon Feb 15 23:52:22 +0000 2016
@RelatableQuote: Tierisha's glo up      https://t.co/qwHVG35fvZ|1061|Mon Feb 15 23:52:22 +0000 2016
@bruhitszach: BUT MY BOY JUSTIN IS SLAYING TODAY AM I RIGHT|1010|Mon Feb 15 23:52:22 +0000 2016
@Ashton5SOS: Celebrate love today!!! Love makes the world go round... Xx|37252|Mon Feb 15 23:52:22 +0000 2016
@Power1051: Today in 1999: Big L was shot and killed          #RIPBigL https://t.co/SNo1JXasCq|528|Mon Feb 15 23:52:22 +0000 2016
@bizzlecute_: Dream come true. I'm really so so proud of you! Congrats @justinbieber #GRAMMYs https://t.co/DsGRX32aRA|17587|Mon Feb 15 23:52:22 +0000 2016
@TheGRAMMYs: .@PTXofficial on the GRAMMY Red Carpet #GRAMMYs #GRAMMYLive https://t.co/hZ6CysL7oH https://t.co/rCRzpV1zUZ|602|Mon Feb 15 23:52:22 +0000 2016
@kanyewest: Also all Good Fridays songs will be on Tidal. Me and Kendrick got 40 songs and me and Young Thug got 40 songs. 40/40 club!!!|12163|Mon Feb 15 23:52:22 +0000 2016
@taylornation13: Taylor's arrived and our hearts have officially stopped beating. #GRAMMYs https://t.co/MbuM4zsFxc|1732|Mon Feb 15 23:52:22 +0000 2016
@Derpey: Why did Adele cross the road?  To say hello from the other side.|24627|Mon Feb 15 23:52:22 +0000 2016
@ChadJordan23: When she not shallow with the pussy. https://t.co/UWcayKW9dt|1740|Mon Feb 15 23:52:22 +0000 2016
@justinbieber: Thank you :) https://t.co/rIuhvHDG8z|31254|Mon Feb 15 23:52:22 +0000 2016
@justinbieber: Beliebers.. We did it! I love you. Now get ready for the show. Not done yet. #GRAMMYs|38562|Mon Feb 15 23:52:22 +0000 2016
"@rickygervais: ""I have brought you houses and furs.""   ""Any books?""   ""Any?""  ""Any books?""   ""Houses and furs""  ""Yeah, houses and..""  ""F   "|548|Mon Feb 15 23:52:22 +0000 2016
@JohannahDarling: @OneDirection_UK best friends! X Factor helped me find the lovely @anne42cox and helped Louis find Harry! Good times :   |10767|Mon Feb 15 23:52:22 +0000 2016
@bizzlecute_: Dream come true. I'm really so so proud of you! Congrats @justinbieber #GRAMMYs https://t.co/DsGRX32aRA|17587|Mon Feb 15 23:52:22 +0000 2016
@breyon03_: YOU wanted her YOU got her YOU fuck up YOU lost her YOU see her with someone else now YOU want her back  but can only blame    |3282|Mon Feb 15 23:52:22 +0000 2016
@justinbieber: Beliebers.. We did it! I love you. Now get ready for the show. Not done yet. #GRAMMYs|38562|Mon Feb 15 23:52:22 +0000 2016
@kanyewest: No matter what level you're at in life there is still a struggle|68420|Mon Feb 15 23:52:25 +0000 2016
@justinbieber: @Skrillex @Diplo congrats boys!|14073|Mon Feb 15 23:52:24 +0000 2016
@StatsBritain: The AIMH tweet is, statistically, in the hearts of 2 million people.|3030|Mon Feb 15 23:52:24 +0000 2016
@CBSTweet: A spotlight    ,a guitar     &amp; @justinbieber on the #GRAMMYs stage... What more could u ask for!  #GRAMMYs Mon 8pmET/5pmPT https://   |29910|Mon Feb 15 23:52:24 +0000 2016
@CoolestLifeHack: This is simply amazing https://t.co/LMTTeIC4Ni|3033|Mon Feb 15 23:52:24 +0000 2016
@maquilagorilla: Was just told no one actually wants to buy books about Mexican kids RT if you disagree #WeNeedDiverseBooks|717|Mon Feb 15 23:52:24 +0000 2016
@justinbieber: Lol. Just playin. It's mine      https://t.co/BkjuckjZNe|33308|Mon Feb 15 23:52:24 +0000 2016
@kanyewest: This is a God dream|21016|Mon Feb 15 23:52:24 +0000 2016
@WorIdStarComedy: This how it really be      https://t.co/F6zYh4mGEl|1073|Mon Feb 15 23:52:24 +0000 2016
"@TheGRAMMYs: Congrats Best Pop Solo Performance @edsheeran - ""Thinking Out Loud"" #GRAMMYs https://t.co/Jw96INpCe9"|11200|Mon Feb 15 23:52:24 +0000 2016
@Ij69ji: LATE NIGHT WHEN YOU NEED MY LOVE          https://t.co/if9QbqUPa0|683|Mon Feb 15 23:52:24 +0000 2016
@justinbieber: Beliebers.. We did it! I love you. Now get ready for the show. Not done yet. #GRAMMYs|38595|Mon Feb 15 23:52:24 +0000 2016
@bruhitszach: BUT MY BOY JUSTIN IS SLAYING TODAY AM I RIGHT|1016|Mon Feb 15 23:52:24 +0000 2016
@vxbefvl: I appreciate people who keep it real with me...|1769|Mon Feb 15 23:52:24 +0000 2016
@SincerelyTumblr: GEORGE LOPEZ HAS NO CHILL          https://t.co/GZXwUTCzAn|2755|Mon Feb 15 23:52:24 +0000 2016
@Brown_Saraah: SNL did a skit on how some white people were reacting to Beyonce's new song           https://t.co/uV1948O8gA|533|Mon Feb 15 23:52:24 +0000 2016
@camilacabello97: dear God, i don't have a valentine this yr and that's ok. but it's unfair that u gave me a pimple on my forehead that    |17721|Mon Feb 15 23:52:24 +0000 2016
"@TheGRAMMYs: Congrats Best Pop Duo/Group Performance @MarkRonson ft. @BrunoMars - ""Uptown Funk"" #GRAMMYs https://t.co/YmC3a6aIRd"|3913|Mon Feb 15 23:53:27 +0000 2016
@kanyewest: My album will never never never be on Apple. And it will never be for sale... You can only get it on Tidal.|11436|Mon Feb 15 23:53:27 +0000 2016
@AlittlehoneyB: Good night =3= https://t.co/rnSYhdBghs https://t.co/zGQf140qFQ https://t.co/bKi4aCeguL|513|Mon Feb 15 23:53:27 +0000 2016
@kanyewest: Aight then    |5020|Mon Feb 15 23:53:27 +0000 2016
@hoeIess: This how I am when niggas try to stop me from sliding in they girls DM. https://t.co/5ylseGPIW5|705|Mon Feb 15 23:53:27 +0000 2016
@DefJamRecords: Congrats to @justinbieber for winning the Grammy for Best Dance Recording with @diplo and @Skrillex! https://t.co/GqOZwp   |790|Mon Feb 15 23:53:27 +0000 2016
@kanyewest: Shut the fuck up and enjoy the greatness.|30139|Mon Feb 15 23:53:27 +0000 2016
"@TheGRAMMYs: Congrats Best Pop Solo Performance @edsheeran - ""Thinking Out Loud"" #GRAMMYs https://t.co/Jw96INpCe9"|11363|Mon Feb 15 23:53:27 +0000 2016
